key;geo;thema;subthema;prop
GF0601;Malta;Housing and community amenities;Housing development;1
GF0602;Malta;Housing and community amenities;Community development;3
GF0603;Malta;Housing and community amenities;Water supply;0
GF0604;Malta;Housing and community amenities;Street lighting;1
GF0605;Malta;Housing and community amenities;R&D Housing and community amenities;0
GF0606;Malta;Housing and community amenities;Housing and community amenities n.e.c.;0
GF0701;Malta;Health;Medical products, appliances and equipment;7
GF0702;Malta;Health;Outpatient services;10
GF0703;Malta;Health;Hospital services;42
GF0704;Malta;Health;Public health services;11
GF0705;Malta;Health;R&D Health;0
GF0706;Malta;Health;Health n.e.c.;3
GF0801;Malta;Recreation, culture and religion;Recreational and sporting services;2
GF0802;Malta;Recreation, culture and religion;Cultural services;9
GF0803;Malta;Recreation, culture and religion;Broadcasting and publishing services;1
GF0804;Malta;Recreation, culture and religion;Religious and other community services;0
GF0805;Malta;Recreation, culture and religion;R&D Recreation, culture and religion;0
GF0806;Malta;Recreation, culture and religion;Recreation, culture and religion n.e.c.;1
GF0901;Malta;Education;Pre-primary and primary education;15
GF0902;Malta;Education;Secondary education;22
GF0903;Malta;Education;Post-secondary non-tertiary education;0
GF0904;Malta;Education;Tertiary education;10
GF0905;Malta;Education;Education not definable by level;2
GF0906;Malta;Education;Subsidiary services to education;3
GF0907;Malta;Education;R&D Education;4
GF0908;Malta;Education;Education n.e.c.;2
GF1001;Malta;Social protection;Sickness and disability;10
GF1002;Malta;Social protection;Old age;72
GF1003;Malta;Social protection;Survivors;13
GF1004;Malta;Social protection;Family and children;10
GF1005;Malta;Social protection;Unemployment;2
GF1006;Malta;Social protection;Housing;2
GF1007;Malta;Social protection;Social exclusion n.e.c.;4
GF1008;Malta;Social protection;R&D Social protection;0
GF1009;Malta;Social protection;Social protection n.e.c.;7
GF0101;Netherlands;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;19
GF0102;Netherlands;General public services;Foreign economic aid;5
GF0103;Netherlands;General public services;General services;4
GF0104;Netherlands;General public services;Basic research;5
GF0105;Netherlands;General public services;R&D General public services;0
GF0106;Netherlands;General public services;General public services n.e.c.;0
GF0107;Netherlands;General public services;Public debt transactions;8
GF0108;Netherlands;General public services;Transfers of a general character between different levels of government;0
GF0201;Netherlands;Defence;Military defence;12
GF0202;Netherlands;Defence;Civil defence;0
GF0203;Netherlands;Defence;Foreign military aid;0
GF0204;Netherlands;Defence;R&D Defence;0
GF0205;Netherlands;Defence;Defence n.e.c.;0
GF0301;Netherlands;Public order and safety;Police services;9
GF0302;Netherlands;Public order and safety;Fire-protection services;2
GF0303;Netherlands;Public order and safety;Law courts;3
GF0304;Netherlands;Public order and safety;Prisons;4
GF0305;Netherlands;Public order and safety;R&D Public order and safety;0
GF0306;Netherlands;Public order and safety;Public order and safety n.e.c.;2
GF0401;Netherlands;Economic affairs;General economic, commercial and labour affairs;30
GF0402;Netherlands;Economic affairs;Agriculture, forestry, fishing and hunting;2
GF0403;Netherlands;Economic affairs;Fuel and energy;3
GF0404;Netherlands;Economic affairs;Mining, manufacturing and construction;0
GF0405;Netherlands;Economic affairs;Transport;23
GF0406;Netherlands;Economic affairs;Communication;0
GF0407;Netherlands;Economic affairs;Other industries;3
GF0408;Netherlands;Economic affairs;R&D Economic affairs;5
GF0409;Netherlands;Economic affairs;Economic affairs n.e.c.;0
GF0501;Netherlands;Environmental protection;Waste management;6
GF0502;Netherlands;Environmental protection;Waste water management;4
GF0503;Netherlands;Environmental protection;Pollution abatement;3
GF0504;Netherlands;Environmental protection;Protection of biodiversity and landscape;1
GF0505;Netherlands;Environmental protection;R&D Environmental protection;0
GF0506;Netherlands;Environmental protection;Environmental protection n.e.c.;0
GF0601;Netherlands;Housing and community amenities;Housing development;2
GF0602;Netherlands;Housing and community amenities;Community development;2
GF0603;Netherlands;Housing and community amenities;Water supply;0
GF0604;Netherlands;Housing and community amenities;Street lighting;0
GF0605;Netherlands;Housing and community amenities;R&D Housing and community amenities;0
GF0606;Netherlands;Housing and community amenities;Housing and community amenities n.e.c.;0
GF0701;Netherlands;Health;Medical products, appliances and equipment;9
GF0702;Netherlands;Health;Outpatient services;24
GF0703;Netherlands;Health;Hospital services;38
GF0704;Netherlands;Health;Public health services;2
GF0705;Netherlands;Health;R&D Health;4
GF0706;Netherlands;Health;Health n.e.c.;3
GF0801;Netherlands;Recreation, culture and religion;Recreational and sporting services;5
GF0802;Netherlands;Recreation, culture and religion;Cultural services;5
GF0803;Netherlands;Recreation, culture and religion;Broadcasting and publishing services;2
GF0804;Netherlands;Recreation, culture and religion;Religious and other community services;1
GF0805;Netherlands;Recreation, culture and religion;R&D Recreation, culture and religion;0
GF0806;Netherlands;Recreation, culture and religion;Recreation, culture and religion n.e.c.;0
GF0901;Netherlands;Education;Pre-primary and primary education;17
GF0902;Netherlands;Education;Secondary education;21
GF0903;Netherlands;Education;Post-secondary non-tertiary education;0
GF0904;Netherlands;Education;Tertiary education;13
GF0905;Netherlands;Education;Education not definable by level;0
GF0906;Netherlands;Education;Subsidiary services to education;2
GF0907;Netherlands;Education;R&D Education;0
GF0908;Netherlands;Education;Education n.e.c.;0
GF1001;Netherlands;Social protection;Sickness and disability;43
GF1002;Netherlands;Social protection;Old age;67
GF1003;Netherlands;Social protection;Survivors;1
GF1004;Netherlands;Social protection;Family and children;21
GF1005;Netherlands;Social protection;Unemployment;9
GF1006;Netherlands;Social protection;Housing;5
GF1007;Netherlands;Social protection;Social exclusion n.e.c.;28
GF1008;Netherlands;Social protection;R&D Social protection;0
GF1009;Netherlands;Social protection;Social protection n.e.c.;0
GF0101;Norway;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;21
GF0102;Norway;General public services;Foreign economic aid;11
GF0103;Norway;General public services;General services;6
GF0104;Norway;General public services;Basic research;6
GF0105;Norway;General public services;R&D General public services;1
GF0106;Norway;General public services;General public services n.e.c.;0
GF0107;Norway;General public services;Public debt transactions;7
GF0108;Norway;General public services;Transfers of a general character between different levels of government;0
GF0201;Norway;Defence;Military defence;19
GF0202;Norway;Defence;Civil defence;0
GF0203;Norway;Defence;Foreign military aid;0
GF0204;Norway;Defence;R&D Defence;0
GF0205;Norway;Defence;Defence n.e.c.;0
GF0301;Norway;Public order and safety;Police services;6
GF0302;Norway;Public order and safety;Fire-protection services;3
GF0303;Norway;Public order and safety;Law courts;2
GF0304;Norway;Public order and safety;Prisons;1
GF0305;Norway;Public order and safety;R&D Public order and safety;0
GF0306;Norway;Public order and safety;Public order and safety n.e.c.;0
GF0401;Norway;Economic affairs;General economic, commercial and labour affairs;12
GF0402;Norway;Economic affairs;Agriculture, forestry, fishing and hunting;4
GF0403;Norway;Economic affairs;Fuel and energy;12
GF0404;Norway;Economic affairs;Mining, manufacturing and construction;0
GF0405;Norway;Economic affairs;Transport;45
GF0406;Norway;Economic affairs;Communication;1
GF0407;Norway;Economic affairs;Other industries;0
GF0408;Norway;Economic affairs;R&D Economic affairs;6
GF0409;Norway;Economic affairs;Economic affairs n.e.c.;3
GF0501;Norway;Environmental protection;Waste management;3
GF0502;Norway;Environmental protection;Waste water management;4
GF0503;Norway;Environmental protection;Pollution abatement;1
GF0504;Norway;Environmental protection;Protection of biodiversity and landscape;1
GF0505;Norway;Environmental protection;R&D Environmental protection;0
GF0506;Norway;Environmental protection;Environmental protection n.e.c.;1
GF0601;Norway;Housing and community amenities;Housing development;5
GF0602;Norway;Housing and community amenities;Community development;0
GF0603;Norway;Housing and community amenities;Water supply;4
GF0604;Norway;Housing and community amenities;Street lighting;0
GF0605;Norway;Housing and community amenities;R&D Housing and community amenities;0
GF0606;Norway;Housing and community amenities;Housing and community amenities n.e.c.;0
GF0701;Norway;Health;Medical products, appliances and equipment;5
GF0702;Norway;Health;Outpatient services;22
GF0703;Norway;Health;Hospital services;57
GF0704;Norway;Health;Public health services;4
GF0705;Norway;Health;R&D Health;5
GF0706;Norway;Health;Health n.e.c.;4
GF0801;Norway;Recreation, culture and religion;Recreational and sporting services;5
GF0802;Norway;Recreation, culture and religion;Cultural services;7
GF0803;Norway;Recreation, culture and religion;Broadcasting and publishing services;2
GF0804;Norway;Recreation, culture and religion;Religious and other community services;3
GF0805;Norway;Recreation, culture and religion;R&D Recreation, culture and religion;1
GF0806;Norway;Recreation, culture and religion;Recreation, culture and religion n.e.c.;1
GF0901;Norway;Education;Pre-primary and primary education;26
GF0902;Norway;Education;Secondary education;11
GF0903;Norway;Education;Post-secondary non-tertiary education;0
GF0904;Norway;Education;Tertiary education;13
GF0905;Norway;Education;Education not definable by level;5
GF0906;Norway;Education;Subsidiary services to education;2
GF0907;Norway;Education;R&D Education;0
GF0908;Norway;Education;Education n.e.c.;1
GF1001;Norway;Social protection;Sickness and disability;77
GF1002;Norway;Social protection;Old age;80
GF1003;Norway;Social protection;Survivors;2
GF1004;Norway;Social protection;Family and children;37
GF1005;Norway;Social protection;Unemployment;12
GF1006;Norway;Social protection;Housing;1
GF1007;Norway;Social protection;Social exclusion n.e.c.;9
GF1008;Norway;Social protection;R&D Social protection;1
GF1009;Norway;Social protection;Social protection n.e.c.;5
GF0101;Poland;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;27
GF0102;Poland;General public services;Foreign economic aid;0
GF0103;Poland;General public services;General services;1
GF0104;Poland;General public services;Basic research;2
GF0105;Poland;General public services;R&D General public services;0
GF0106;Poland;General public services;General public services n.e.c.;1
GF0107;Poland;General public services;Public debt transactions;14
GF0108;Poland;General public services;Transfers of a general character between different levels of government;0
GF0201;Poland;Defence;Military defence;17
GF0202;Poland;Defence;Civil defence;0
GF0203;Poland;Defence;Foreign military aid;0
GF0204;Poland;Defence;R&D Defence;0
GF0205;Poland;Defence;Defence n.e.c.;0
GF0301;Poland;Public order and safety;Police services;11
GF0302;Poland;Public order and safety;Fire-protection services;2
GF0303;Poland;Public order and safety;Law courts;6
GF0304;Poland;Public order and safety;Prisons;2
GF0305;Poland;Public order and safety;R&D Public order and safety;0
GF0306;Poland;Public order and safety;Public order and safety n.e.c.;2
GF0401;Poland;Economic affairs;General economic, commercial and labour affairs;44
GF0402;Poland;Economic affairs;Agriculture, forestry, fishing and hunting;6
GF0403;Poland;Economic affairs;Fuel and energy;2
GF0404;Poland;Economic affairs;Mining, manufacturing and construction;1
GF0405;Poland;Economic affairs;Transport;37
GF0406;Poland;Economic affairs;Communication;0
GF0407;Poland;Economic affairs;Other industries;0
GF0408;Poland;Economic affairs;R&D Economic affairs;1
GF0409;Poland;Economic affairs;Economic affairs n.e.c.;0
GF0501;Poland;Environmental protection;Waste management;1
GF0502;Poland;Environmental protection;Waste water management;2
GF0503;Poland;Environmental protection;Pollution abatement;1
GF0504;Poland;Environmental protection;Protection of biodiversity and landscape;0
GF0505;Poland;Environmental protection;R&D Environmental protection;0
GF0506;Poland;Environmental protection;Environmental protection n.e.c.;1
GF0601;Poland;Housing and community amenities;Housing development;2
GF0602;Poland;Housing and community amenities;Community development;0
GF0603;Poland;Housing and community amenities;Water supply;1
GF0604;Poland;Housing and community amenities;Street lighting;1
GF0605;Poland;Housing and community amenities;R&D Housing and community amenities;0
GF0606;Poland;Housing and community amenities;Housing and community amenities n.e.c.;1
GF0701;Poland;Health;Medical products, appliances and equipment;1
GF0702;Poland;Health;Outpatient services;15
GF0703;Poland;Health;Hospital services;34
GF0704;Poland;Health;Public health services;1
GF0705;Poland;Health;R&D Health;1
GF0706;Poland;Health;Health n.e.c.;2
GF0801;Poland;Recreation, culture and religion;Recreational and sporting services;4
GF0802;Poland;Recreation, culture and religion;Cultural services;7
GF0803;Poland;Recreation, culture and religion;Broadcasting and publishing services;2
GF0804;Poland;Recreation, culture and religion;Religious and other community services;0
GF0805;Poland;Recreation, culture and religion;R&D Recreation, culture and religion;0
GF0806;Poland;Recreation, culture and religion;Recreation, culture and religion n.e.c.;0
GF0901;Poland;Education;Pre-primary and primary education;24
GF0902;Poland;Education;Secondary education;10
GF0903;Poland;Education;Post-secondary non-tertiary education;0
GF0904;Poland;Education;Tertiary education;13
GF0905;Poland;Education;Education not definable by level;1
GF0906;Poland;Education;Subsidiary services to education;3
GF0907;Poland;Education;R&D Education;1
GF0908;Poland;Education;Education n.e.c.;1
GF1001;Poland;Social protection;Sickness and disability;23
GF1002;Poland;Social protection;Old age;101
GF1003;Poland;Social protection;Survivors;16
GF1004;Poland;Social protection;Family and children;33
GF1005;Poland;Social protection;Unemployment;3
GF1006;Poland;Social protection;Housing;0
GF1007;Poland;Social protection;Social exclusion n.e.c.;3
GF1008;Poland;Social protection;R&D Social protection;0
GF1009;Poland;Social protection;Social protection n.e.c.;1
GF0101;Portugal;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;34
GF0102;Portugal;General public services;Foreign economic aid;0
GF0103;Portugal;General public services;General services;3
GF0104;Portugal;General public services;Basic research;4
GF0105;Portugal;General public services;R&D General public services;0
GF0106;Portugal;General public services;General public services n.e.c.;0
GF0107;Portugal;General public services;Public debt transactions;30
GF0108;Portugal;General public services;Transfers of a general character between different levels of government;#VALEUR!
GF0201;Portugal;Defence;Military defence;7
GF0202;Portugal;Defence;Civil defence;#VALEUR!
GF0203;Portugal;Defence;Foreign military aid;0
GF0204;Portugal;Defence;R&D Defence;0
GF0205;Portugal;Defence;Defence n.e.c.;0
GF0301;Portugal;Public order and safety;Police services;11
GF0302;Portugal;Public order and safety;Fire-protection services;1
GF0303;Portugal;Public order and safety;Law courts;4
GF0304;Portugal;Public order and safety;Prisons;1
GF0305;Portugal;Public order and safety;R&D Public order and safety;0
GF0306;Portugal;Public order and safety;Public order and safety n.e.c.;1
GF0401;Portugal;Economic affairs;General economic, commercial and labour affairs;25
GF0402;Portugal;Economic affairs;Agriculture, forestry, fishing and hunting;3
GF0403;Portugal;Economic affairs;Fuel and energy;1
GF0404;Portugal;Economic affairs;Mining, manufacturing and construction;2
GF0405;Portugal;Economic affairs;Transport;26
GF0406;Portugal;Economic affairs;Communication;0
GF0407;Portugal;Economic affairs;Other industries;2
GF0408;Portugal;Economic affairs;R&D Economic affairs;2
GF0409;Portugal;Economic affairs;Economic affairs n.e.c.;#VALEUR!
GF0501;Portugal;Environmental protection;Waste management;3
GF0502;Portugal;Environmental protection;Waste water management;1
GF0503;Portugal;Environmental protection;Pollution abatement;1
GF0504;Portugal;Environmental protection;Protection of biodiversity and landscape;1
GF0505;Portugal;Environmental protection;R&D Environmental protection;1
GF0506;Portugal;Environmental protection;Environmental protection n.e.c.;1
GF0601;Portugal;Housing and community amenities;Housing development;2
GF0602;Portugal;Housing and community amenities;Community development;2
GF0603;Portugal;Housing and community amenities;Water supply;1
GF0604;Portugal;Housing and community amenities;Street lighting;0
GF0605;Portugal;Housing and community amenities;R&D Housing and community amenities;0
GF0606;Portugal;Housing and community amenities;Housing and community amenities n.e.c.;0
GF0701;Portugal;Health;Medical products, appliances and equipment;6
GF0702;Portugal;Health;Outpatient services;20
GF0703;Portugal;Health;Hospital services;41
GF0704;Portugal;Health;Public health services;0
GF0705;Portugal;Health;R&D Health;2
GF0706;Portugal;Health;Health n.e.c.;2
GF0801;Portugal;Recreation, culture and religion;Recreational and sporting services;3
GF0802;Portugal;Recreation, culture and religion;Cultural services;3
GF0803;Portugal;Recreation, culture and religion;Broadcasting and publishing services;1
GF0804;Portugal;Recreation, culture and religion;Religious and other community services;0
GF0805;Portugal;Recreation, culture and religion;R&D Recreation, culture and religion;1
GF0806;Portugal;Recreation, culture and religion;Recreation, culture and religion n.e.c.;1
GF0901;Portugal;Education;Pre-primary and primary education;17
GF0902;Portugal;Education;Secondary education;19
GF0903;Portugal;Education;Post-secondary non-tertiary education;0
GF0904;Portugal;Education;Tertiary education;8
GF0905;Portugal;Education;Education not definable by level;3
GF0906;Portugal;Education;Subsidiary services to education;2
GF0907;Portugal;Education;R&D Education;0
GF0908;Portugal;Education;Education n.e.c.;2
GF1001;Portugal;Social protection;Sickness and disability;15
GF1002;Portugal;Social protection;Old age;125
GF1003;Portugal;Social protection;Survivors;19
GF1004;Portugal;Social protection;Family and children;13
GF1005;Portugal;Social protection;Unemployment;6
GF1006;Portugal;Social protection;Housing;2
GF1007;Portugal;Social protection;Social exclusion n.e.c.;4
GF1008;Portugal;Social protection;R&D Social protection;0
GF1009;Portugal;Social protection;Social protection n.e.c.;4
GF0101;Romania;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;29
GF0102;Romania;General public services;Foreign economic aid;0
GF0103;Romania;General public services;General services;3
GF0104;Romania;General public services;Basic research;0
GF0105;Romania;General public services;R&D General public services;2
GF0106;Romania;General public services;General public services n.e.c.;0
GF0107;Romania;General public services;Public debt transactions;14
GF0108;Romania;General public services;Transfers of a general character between different levels of government;0
GF0201;Romania;Defence;Military defence;23
GF0202;Romania;Defence;Civil defence;0
GF0203;Romania;Defence;Foreign military aid;0
GF0204;Romania;Defence;R&D Defence;0
GF0205;Romania;Defence;Defence n.e.c.;0
GF0301;Romania;Public order and safety;Police services;14
GF0302;Romania;Public order and safety;Fire-protection services;3
GF0303;Romania;Public order and safety;Law courts;4
GF0304;Romania;Public order and safety;Prisons;1
GF0305;Romania;Public order and safety;R&D Public order and safety;0
GF0306;Romania;Public order and safety;Public order and safety n.e.c.;3
GF0401;Romania;Economic affairs;General economic, commercial and labour affairs;8
GF0402;Romania;Economic affairs;Agriculture, forestry, fishing and hunting;9
GF0403;Romania;Economic affairs;Fuel and energy;4
GF0404;Romania;Economic affairs;Mining, manufacturing and construction;5
GF0405;Romania;Economic affairs;Transport;33
GF0406;Romania;Economic affairs;Communication;1
GF0407;Romania;Economic affairs;Other industries;0
GF0408;Romania;Economic affairs;R&D Economic affairs;1
GF0409;Romania;Economic affairs;Economic affairs n.e.c.;1
GF0501;Romania;Environmental protection;Waste management;3
GF0502;Romania;Environmental protection;Waste water management;2
GF0503;Romania;Environmental protection;Pollution abatement;1
GF0504;Romania;Environmental protection;Protection of biodiversity and landscape;0
GF0505;Romania;Environmental protection;R&D Environmental protection;0
GF0506;Romania;Environmental protection;Environmental protection n.e.c.;0
GF0601;Romania;Housing and community amenities;Housing development;3
GF0602;Romania;Housing and community amenities;Community development;1
GF0603;Romania;Housing and community amenities;Water supply;2
GF0604;Romania;Housing and community amenities;Street lighting;1
GF0605;Romania;Housing and community amenities;R&D Housing and community amenities;0
GF0606;Romania;Housing and community amenities;Housing and community amenities n.e.c.;4
GF0701;Romania;Health;Medical products, appliances and equipment;10
GF0702;Romania;Health;Outpatient services;1
GF0703;Romania;Health;Hospital services;31
GF0704;Romania;Health;Public health services;2
GF0705;Romania;Health;R&D Health;0
GF0706;Romania;Health;Health n.e.c.;11
GF0801;Romania;Recreation, culture and religion;Recreational and sporting services;3
GF0802;Romania;Recreation, culture and religion;Cultural services;4
GF0803;Romania;Recreation, culture and religion;Broadcasting and publishing services;1
GF0804;Romania;Recreation, culture and religion;Religious and other community services;1
GF0805;Romania;Recreation, culture and religion;R&D Recreation, culture and religion;0
GF0806;Romania;Recreation, culture and religion;Recreation, culture and religion n.e.c.;2
GF0901;Romania;Education;Pre-primary and primary education;9
GF0902;Romania;Education;Secondary education;15
GF0903;Romania;Education;Post-secondary non-tertiary education;0
GF0904;Romania;Education;Tertiary education;7
GF0905;Romania;Education;Education not definable by level;1
GF0906;Romania;Education;Subsidiary services to education;1
GF0907;Romania;Education;R&D Education;0
GF0908;Romania;Education;Education n.e.c.;3
GF1001;Romania;Social protection;Sickness and disability;12
GF1002;Romania;Social protection;Old age;99
GF1003;Romania;Social protection;Survivors;1
GF1004;Romania;Social protection;Family and children;16
GF1005;Romania;Social protection;Unemployment;1
GF1006;Romania;Social protection;Housing;0
GF1007;Romania;Social protection;Social exclusion n.e.c.;4
GF1008;Romania;Social protection;R&D Social protection;0
GF1009;Romania;Social protection;Social protection n.e.c.;5
GF0101;Slovakia;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;40
GF0102;Slovakia;General public services;Foreign economic aid;0
GF0103;Slovakia;General public services;General services;4
GF0104;Slovakia;General public services;Basic research;5
GF0105;Slovakia;General public services;R&D General public services;0
GF0106;Slovakia;General public services;General public services n.e.c.;0
GF0107;Slovakia;General public services;Public debt transactions;13
GF0108;Slovakia;General public services;Transfers of a general character between different levels of government;0
GF0201;Slovakia;Defence;Military defence;13
GF0202;Slovakia;Defence;Civil defence;0
GF0203;Slovakia;Defence;Foreign military aid;0
GF0204;Slovakia;Defence;R&D Defence;0
GF0205;Slovakia;Defence;Defence n.e.c.;0
GF0301;Slovakia;Public order and safety;Police services;11
GF0302;Slovakia;Public order and safety;Fire-protection services;2
GF0303;Slovakia;Public order and safety;Law courts;3
GF0304;Slovakia;Public order and safety;Prisons;2
GF0305;Slovakia;Public order and safety;R&D Public order and safety;0
GF0306;Slovakia;Public order and safety;Public order and safety n.e.c.;6
GF0401;Slovakia;Economic affairs;General economic, commercial and labour affairs;5
GF0402;Slovakia;Economic affairs;Agriculture, forestry, fishing and hunting;3
GF0403;Slovakia;Economic affairs;Fuel and energy;8
GF0404;Slovakia;Economic affairs;Mining, manufacturing and construction;1
GF0405;Slovakia;Economic affairs;Transport;40
GF0406;Slovakia;Economic affairs;Communication;0
GF0407;Slovakia;Economic affairs;Other industries;1
GF0408;Slovakia;Economic affairs;R&D Economic affairs;0
GF0409;Slovakia;Economic affairs;Economic affairs n.e.c.;0
GF0501;Slovakia;Environmental protection;Waste management;4
GF0502;Slovakia;Environmental protection;Waste water management;1
GF0503;Slovakia;Environmental protection;Pollution abatement;1
GF0504;Slovakia;Environmental protection;Protection of biodiversity and landscape;1
GF0505;Slovakia;Environmental protection;R&D Environmental protection;0
GF0506;Slovakia;Environmental protection;Environmental protection n.e.c.;2
GF0601;Slovakia;Housing and community amenities;Housing development;1
GF0602;Slovakia;Housing and community amenities;Community development;2
GF0603;Slovakia;Housing and community amenities;Water supply;0
GF0604;Slovakia;Housing and community amenities;Street lighting;1
GF0605;Slovakia;Housing and community amenities;R&D Housing and community amenities;0
GF0606;Slovakia;Housing and community amenities;Housing and community amenities n.e.c.;1
GF0701;Slovakia;Health;Medical products, appliances and equipment;9
GF0702;Slovakia;Health;Outpatient services;15
GF0703;Slovakia;Health;Hospital services;32
GF0704;Slovakia;Health;Public health services;1
GF0705;Slovakia;Health;R&D Health;0
GF0706;Slovakia;Health;Health n.e.c.;5
GF0801;Slovakia;Recreation, culture and religion;Recreational and sporting services;2
GF0802;Slovakia;Recreation, culture and religion;Cultural services;6
GF0803;Slovakia;Recreation, culture and religion;Broadcasting and publishing services;2
GF0804;Slovakia;Recreation, culture and religion;Religious and other community services;1
GF0805;Slovakia;Recreation, culture and religion;R&D Recreation, culture and religion;0
GF0806;Slovakia;Recreation, culture and religion;Recreation, culture and religion n.e.c.;0
GF0901;Slovakia;Education;Pre-primary and primary education;13
GF0902;Slovakia;Education;Secondary education;15
GF0903;Slovakia;Education;Post-secondary non-tertiary education;0
GF0904;Slovakia;Education;Tertiary education;6
GF0905;Slovakia;Education;Education not definable by level;3
GF0906;Slovakia;Education;Subsidiary services to education;5
GF0907;Slovakia;Education;R&D Education;0
GF0908;Slovakia;Education;Education n.e.c.;2
GF1001;Slovakia;Social protection;Sickness and disability;39
GF1002;Slovakia;Social protection;Old age;84
GF1003;Slovakia;Social protection;Survivors;8
GF1004;Slovakia;Social protection;Family and children;12
GF1005;Slovakia;Social protection;Unemployment;4
GF1006;Slovakia;Social protection;Housing;0
GF1007;Slovakia;Social protection;Social exclusion n.e.c.;2
GF1008;Slovakia;Social protection;R&D Social protection;0
GF1009;Slovakia;Social protection;Social protection n.e.c.;13
GF0101;Slovenia;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;25
GF0102;Slovenia;General public services;Foreign economic aid;0
GF0103;Slovenia;General public services;General services;4
GF0104;Slovenia;General public services;Basic research;5
GF0105;Slovenia;General public services;R&D General public services;0
GF0106;Slovenia;General public services;General public services n.e.c.;3
GF0107;Slovenia;General public services;Public debt transactions;17
GF0108;Slovenia;General public services;Transfers of a general character between different levels of government;0
GF0201;Slovenia;Defence;Military defence;8
GF0202;Slovenia;Defence;Civil defence;1
GF0203;Slovenia;Defence;Foreign military aid;1
GF0204;Slovenia;Defence;R&D Defence;0
GF0205;Slovenia;Defence;Defence n.e.c.;1
GF0301;Slovenia;Public order and safety;Police services;9
GF0302;Slovenia;Public order and safety;Fire-protection services;2
GF0303;Slovenia;Public order and safety;Law courts;5
GF0304;Slovenia;Public order and safety;Prisons;1
GF0305;Slovenia;Public order and safety;R&D Public order and safety;0
GF0306;Slovenia;Public order and safety;Public order and safety n.e.c.;1
GF0401;Slovenia;Economic affairs;General economic, commercial and labour affairs;37
GF0402;Slovenia;Economic affairs;Agriculture, forestry, fishing and hunting;6
GF0403;Slovenia;Economic affairs;Fuel and energy;2
GF0404;Slovenia;Economic affairs;Mining, manufacturing and construction;0
GF0405;Slovenia;Economic affairs;Transport;27
GF0406;Slovenia;Economic affairs;Communication;0
GF0407;Slovenia;Economic affairs;Other industries;5
GF0408;Slovenia;Economic affairs;R&D Economic affairs;4
GF0409;Slovenia;Economic affairs;Economic affairs n.e.c.;0
GF0501;Slovenia;Environmental protection;Waste management;0
GF0502;Slovenia;Environmental protection;Waste water management;2
GF0503;Slovenia;Environmental protection;Pollution abatement;2
GF0504;Slovenia;Environmental protection;Protection of biodiversity and landscape;0
GF0505;Slovenia;Environmental protection;R&D Environmental protection;1
GF0506;Slovenia;Environmental protection;Environmental protection n.e.c.;1
GF0601;Slovenia;Housing and community amenities;Housing development;3
GF0602;Slovenia;Housing and community amenities;Community development;0
GF0603;Slovenia;Housing and community amenities;Water supply;1
GF0604;Slovenia;Housing and community amenities;Street lighting;1
GF0605;Slovenia;Housing and community amenities;R&D Housing and community amenities;0
GF0606;Slovenia;Housing and community amenities;Housing and community amenities n.e.c.;0
GF0701;Slovenia;Health;Medical products, appliances and equipment;10
GF0702;Slovenia;Health;Outpatient services;22
GF0703;Slovenia;Health;Hospital services;39
GF0704;Slovenia;Health;Public health services;4
GF0705;Slovenia;Health;R&D Health;1
GF0706;Slovenia;Health;Health n.e.c.;3
GF0801;Slovenia;Recreation, culture and religion;Recreational and sporting services;3
GF0802;Slovenia;Recreation, culture and religion;Cultural services;7
GF0803;Slovenia;Recreation, culture and religion;Broadcasting and publishing services;3
GF0804;Slovenia;Recreation, culture and religion;Religious and other community services;1
GF0805;Slovenia;Recreation, culture and religion;R&D Recreation, culture and religion;0
GF0806;Slovenia;Recreation, culture and religion;Recreation, culture and religion n.e.c.;1
GF0901;Slovenia;Education;Pre-primary and primary education;22
GF0902;Slovenia;Education;Secondary education;20
GF0903;Slovenia;Education;Post-secondary non-tertiary education;0
GF0904;Slovenia;Education;Tertiary education;12
GF0905;Slovenia;Education;Education not definable by level;1
GF0906;Slovenia;Education;Subsidiary services to education;2
GF0907;Slovenia;Education;R&D Education;0
GF0908;Slovenia;Education;Education n.e.c.;1
GF1001;Slovenia;Social protection;Sickness and disability;24
GF1002;Slovenia;Social protection;Old age;110
GF1003;Slovenia;Social protection;Survivors;14
GF1004;Slovenia;Social protection;Family and children;20
GF1005;Slovenia;Social protection;Unemployment;6
GF1006;Slovenia;Social protection;Housing;0
GF1007;Slovenia;Social protection;Social exclusion n.e.c.;11
GF1008;Slovenia;Social protection;R&D Social protection;0
GF1009;Slovenia;Social protection;Social protection n.e.c.;2
GF0101;Spain;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;18
GF0102;Spain;General public services;Foreign economic aid;1
GF0103;Spain;General public services;General services;11
GF0104;Spain;General public services;Basic research;5
GF0105;Spain;General public services;R&D General public services;0
GF0106;Spain;General public services;General public services n.e.c.;0
GF0107;Spain;General public services;Public debt transactions;23
GF0108;Spain;General public services;Transfers of a general character between different levels of government;0
