geo;code;thema;subthema;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Romania;GF0201;Defence;Military defence;18;21;25;21;26;22;17;14;14;14;7;6;7;7;8;17;18;16;16;23
Romania;GF0202;Defence;Civil defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Romania;GF0203;Defence;Foreign military aid;1;1;1;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0
Romania;GF0204;Defence;R&D Defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Romania;GF0205;Defence;Defence n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Romania;GF0301;Public order and safety;Police services;9;11;11;11;11;14;13;12;12;13;12;12;11;11;11;10;9;11;12;14
Romania;GF0302;Public order and safety;Fire-protection services;1;2;1;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3
Romania;GF0303;Public order and safety;Law courts;2;3;3;3;3;4;4;3;3;3;3;3;4;4;4;4;5;4;4;4
Romania;GF0304;Public order and safety;Prisons;1;2;1;1;1;2;2;1;1;2;1;1;1;2;2;1;1;1;1;1
Romania;GF0305;Public order and safety;R&D Public order and safety;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Romania;GF0306;Public order and safety;Public order and safety n.e.c.;2;3;3;3;3;3;3;2;2;3;2;2;3;2;3;3;2;2;3;3
Romania;GF0401;Economic affairs;General economic, commercial and labour affairs;12;12;12;12;6;6;8;5;8;4;5;5;8;4;5;2;2;2;3;8
Romania;GF0402;Economic affairs;Agriculture, forestry, fishing and hunting;6;4;8;11;10;11;11;14;12;9;11;9;8;7;7;5;7;6;6;9
Romania;GF0403;Economic affairs;Fuel and energy;3;2;3;4;8;8;8;8;5;5;6;5;4;5;4;4;4;3;3;4
Romania;GF0404;Economic affairs;Mining, manufacturing and construction;8;7;8;8;8;14;18;11;13;12;10;1;3;4;5;1;3;5;5;5
Romania;GF0405;Economic affairs;Transport;21;17;20;22;22;31;36;37;39;37;35;47;37;39;34;34;25;23;29;33
Romania;GF0406;Economic affairs;Communication;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;0;1
Romania;GF0407;Economic affairs;Other industries;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0
Romania;GF0408;Economic affairs;R&D Economic affairs;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;1;1;1;1;1
Romania;GF0409;Economic affairs;Economic affairs n.e.c.;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Romania;GF0501;Environmental protection;Waste management;0;0;0;0;1;2;2;2;3;2;3;3;3;3;5;3;3;3;3;3
Romania;GF0502;Environmental protection;Waste water management;0;0;0;0;0;1;1;1;2;2;2;2;1;1;1;1;1;1;2;2
Romania;GF0503;Environmental protection;Pollution abatement;3;2;2;1;1;1;1;1;1;3;3;3;4;3;3;2;1;3;2;1
Romania;GF0504;Environmental protection;Protection of biodiversity and landscape;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Romania;GF0505;Environmental protection;R&D Environmental protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Romania;GF0506;Environmental protection;Environmental protection n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Romania;GF0601;Housing and community amenities;Housing development;5;8;10;9;3;3;3;2;3;3;3;2;2;2;3;3;2;2;2;3
Romania;GF0602;Housing and community amenities;Community development;0;1;2;2;1;2;2;2;1;1;1;1;2;1;2;2;1;1;1;1
Romania;GF0603;Housing and community amenities;Water supply;2;2;3;3;2;2;2;2;2;1;1;1;2;2;3;2;1;1;2;2
Romania;GF0604;Housing and community amenities;Street lighting;2;2;2;2;2;1;2;1;2;2;1;2;2;1;1;1;1;1;1;1
Romania;GF0605;Housing and community amenities;R&D Housing and community amenities;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Romania;GF0606;Housing and community amenities;Housing and community amenities n.e.c.;7;6;8;9;5;6;6;5;6;5;5;5;5;5;6;4;4;4;4;4
Romania;GF0701;Health;Medical products, appliances and equipment;4;4;4;7;9;8;9;9;9;11;13;10;12;13;12;12;9;9;10;10
Romania;GF0702;Health;Outpatient services;2;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1
Romania;GF0703;Health;Hospital services;30;30;26;19;19;19;21;22;25;24;19;19;21;20;21;22;25;27;29;31
Romania;GF0704;Health;Public health services;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;2
Romania;GF0705;Health;R&D Health;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Romania;GF0706;Health;Health n.e.c.;4;4;4;4;3;3;4;4;4;4;6;5;6;6;7;6;7;8;9;11
Romania;GF0801;Recreation, culture and religion;Recreational and sporting services;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Romania;GF0802;Recreation, culture and religion;Cultural services;2;3;3;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Romania;GF0803;Recreation, culture and religion;Broadcasting and publishing services;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;1;2;1;1;1
Romania;GF0804;Recreation, culture and religion;Religious and other community services;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;0;1;1;1;1
Romania;GF0805;Recreation, culture and religion;R&D Recreation, culture and religion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Romania;GF0806;Recreation, culture and religion;Recreation, culture and religion n.e.c.;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2
Romania;GF0901;Education;Pre-primary and primary education;10;10;10;10;10;12;12;11;10;8;12;8;7;7;6;8;6;7;8;9
Romania;GF0902;Education;Secondary education;15;15;14;13;14;16;15;14;14;11;15;10;10;12;12;15;12;13;15;15
Romania;GF0903;Education;Post-secondary non-tertiary education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Romania;GF0904;Education;Tertiary education;10;10;8;9;8;9;8;13;10;9;8;7;7;6;8;7;6;7;8;7
Romania;GF0905;Education;Education not definable by level;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1
Romania;GF0906;Education;Subsidiary services to education;2;3;2;2;2;2;2;1;1;1;1;1;0;1;1;1;1;1;1;1
Romania;GF0907;Education;R&D Education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Romania;GF0908;Education;Education n.e.c.;1;2;2;2;1;1;1;2;2;2;2;1;2;1;2;2;2;2;3;3
Romania;GF1001;Social protection;Sickness and disability;7;7;8;7;9;9;10;10;11;12;9;9;9;9;10;11;10;11;10;12
Romania;GF1002;Social protection;Old age;83;80;74;76;75;71;71;79;97;101;95;92;90;87;85;85;89;86;87;99
Romania;GF1003;Social protection;Survivors;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Romania;GF1004;Social protection;Family and children;8;6;7;7;9;10;11;11;12;12;9;9;8;10;11;14;12;12;14;16
Romania;GF1005;Social protection;Unemployment;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1
Romania;GF1006;Social protection;Housing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Romania;GF1007;Social protection;Social exclusion n.e.c.;2;2;2;2;2;2;3;3;3;3;2;2;2;2;2;2;1;1;1;4
Romania;GF1008;Social protection;R&D Social protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Romania;GF1009;Social protection;Social protection n.e.c.;4;3;3;4;4;4;4;4;5;5;4;4;4;4;4;4;5;5;4;5
Slovenia;GF0101;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;27;19;20;23;27;26;27;26;26;23;23;22;25;28;22;23;20;21;22;25
Slovenia;GF0102;General public services;Foreign economic aid;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovenia;GF0103;General public services;General services;6;5;6;7;5;5;8;6;6;5;5;5;3;3;3;3;5;4;4;4
Slovenia;GF0104;General public services;Basic research;7;6;6;5;5;4;5;5;6;5;5;6;5;5;5;5;4;4;5;5
Slovenia;GF0105;General public services;R&D General public services;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovenia;GF0106;General public services;General public services n.e.c.;5;6;6;5;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3
Slovenia;GF0107;General public services;Public debt transactions;24;23;20;18;16;15;13;11;15;17;20;21;28;34;33;31;26;21;18;17
Slovenia;GF0108;General public services;Transfers of a general character between different levels of government;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovenia;GF0201;Defence;Military defence;10;9;10;11;10;11;11;11;13;13;10;9;7;7;6;7;7;8;8;8
Slovenia;GF0202;Defence;Civil defence;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Slovenia;GF0203;Defence;Foreign military aid;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
Slovenia;GF0204;Defence;R&D Defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovenia;GF0205;Defence;Defence n.e.c.;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1
Slovenia;GF0301;Public order and safety;Police services;9;9;10;9;9;9;8;8;9;9;9;8;8;7;8;9;8;8;8;9
Slovenia;GF0302;Public order and safety;Fire-protection services;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2
Slovenia;GF0303;Public order and safety;Law courts;6;6;6;6;6;5;5;5;6;6;6;6;5;5;5;5;5;5;5;5
Slovenia;GF0304;Public order and safety;Prisons;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Slovenia;GF0305;Public order and safety;R&D Public order and safety;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovenia;GF0306;Public order and safety;Public order and safety n.e.c.;1;1;1;1;1;2;2;1;1;1;1;1;2;2;1;1;1;1;1;1
Slovenia;GF0401;Economic affairs;General economic, commercial and labour affairs;10;8;8;8;10;7;7;6;9;12;16;10;110;24;16;12;8;8;7;37
Slovenia;GF0402;Economic affairs;Agriculture, forestry, fishing and hunting;11;11;12;10;7;8;7;8;7;6;6;6;7;5;6;5;5;5;5;6
Slovenia;GF0403;Economic affairs;Fuel and energy;0;0;0;0;0;0;0;0;0;2;2;1;3;2;2;3;2;3;2;2
Slovenia;GF0404;Economic affairs;Mining, manufacturing and construction;3;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Slovenia;GF0405;Economic affairs;Transport;24;21;23;20;17;21;21;24;25;23;26;20;24;25;29;19;22;25;25;27
Slovenia;GF0406;Economic affairs;Communication;0;0;0;0;0;0;0;3;1;1;1;1;1;0;0;0;0;0;0;0
Slovenia;GF0407;Economic affairs;Other industries;1;1;1;1;1;2;2;2;2;2;3;2;2;2;2;2;2;2;3;5
Slovenia;GF0408;Economic affairs;R&D Economic affairs;4;4;4;4;5;5;4;4;5;5;5;4;5;4;4;4;4;4;4;4
Slovenia;GF0409;Economic affairs;Economic affairs n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovenia;GF0501;Environmental protection;Waste management;2;1;2;2;2;2;2;2;1;1;1;1;1;1;2;1;0;0;0;0
Slovenia;GF0502;Environmental protection;Waste water management;2;2;2;2;2;3;2;3;4;3;3;3;4;6;6;2;2;2;2;2
Slovenia;GF0503;Environmental protection;Pollution abatement;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;2
Slovenia;GF0504;Environmental protection;Protection of biodiversity and landscape;2;3;3;3;2;2;2;2;1;1;2;1;1;1;1;1;1;1;0;0
Slovenia;GF0505;Environmental protection;R&D Environmental protection;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
Slovenia;GF0506;Environmental protection;Environmental protection n.e.c.;1;1;2;2;2;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
Slovenia;GF0601;Housing and community amenities;Housing development;2;2;1;2;1;1;1;3;2;2;2;2;2;2;0;1;1;1;1;3
Slovenia;GF0602;Housing and community amenities;Community development;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
Slovenia;GF0603;Housing and community amenities;Water supply;2;2;2;2;2;2;2;3;3;2;2;3;3;5;4;2;2;2;2;1
Slovenia;GF0604;Housing and community amenities;Street lighting;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Slovenia;GF0605;Housing and community amenities;R&D Housing and community amenities;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovenia;GF0606;Housing and community amenities;Housing and community amenities n.e.c.;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0
Slovenia;GF0701;Health;Medical products, appliances and equipment;11;12;12;12;12;11;10;10;11;11;11;10;10;9;10;10;9;9;9;10
Slovenia;GF0702;Health;Outpatient services;19;18;18;17;17;17;17;17;19;19;19;19;19;18;18;19;19;19;20;22
Slovenia;GF0703;Health;Hospital services;30;30;29;28;28;28;26;28;32;32;32;33;32;30;31;31;30;30;30;39
Slovenia;GF0704;Health;Public health services;3;4;4;4;4;4;3;4;4;4;3;4;4;3;3;4;3;3;3;4
Slovenia;GF0705;Health;R&D Health;0;0;1;1;1;1;0;0;0;0;2;0;1;1;1;1;1;1;1;1
Slovenia;GF0706;Health;Health n.e.c.;3;3;3;3;3;3;2;3;3;2;3;2;3;3;3;3;3;3;3;3
Slovenia;GF0801;Recreation, culture and religion;Recreational and sporting services;2;2;2;3;3;3;3;3;3;6;3;3;3;3;3;3;3;3;3;3
Slovenia;GF0802;Recreation, culture and religion;Cultural services;8;8;8;8;8;8;7;8;9;9;8;8;8;8;7;7;6;6;6;7
Slovenia;GF0803;Recreation, culture and religion;Broadcasting and publishing services;0;0;0;1;1;1;1;4;4;4;4;4;4;4;3;3;3;3;3;3
Slovenia;GF0804;Recreation, culture and religion;Religious and other community services;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1
Slovenia;GF0805;Recreation, culture and religion;R&D Recreation, culture and religion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovenia;GF0806;Recreation, culture and religion;Recreation, culture and religion n.e.c.;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1
Slovenia;GF0901;Education;Pre-primary and primary education;22;22;22;22;24;22;21;22;23;23;23;23;23;22;21;21;20;20;21;22
Slovenia;GF0902;Education;Secondary education;26;25;24;24;24;24;22;23;25;24;23;23;24;21;20;20;20;19;19;20
Slovenia;GF0903;Education;Post-secondary non-tertiary education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovenia;GF0904;Education;Tertiary education;11;12;12;12;12;11;11;10;12;12;12;13;13;12;10;10;10;10;10;12
Slovenia;GF0905;Education;Education not definable by level;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Slovenia;GF0906;Education;Subsidiary services to education;2;3;3;3;3;3;2;3;4;3;4;3;3;3;3;3;3;2;2;2
Slovenia;GF0907;Education;R&D Education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovenia;GF0908;Education;Education n.e.c.;1;1;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1
Slovenia;GF1001;Social protection;Sickness and disability;28;27;28;28;28;28;26;26;27;27;26;26;24;23;22;22;22;21;20;24
Slovenia;GF1002;Social protection;Old age;109;111;109;108;107;94;90;92;101;105;107;110;112;110;108;105;100;99;98;110
Slovenia;GF1003;Social protection;Survivors;4;4;4;4;4;17;16;16;17;17;17;17;16;16;15;14;14;13;12;14
Slovenia;GF1004;Social protection;Family and children;18;20;20;20;20;19;18;19;23;24;24;23;21;21;20;19;19;18;18;20
Slovenia;GF1005;Social protection;Unemployment;9;8;7;7;7;4;3;3;6;7;10;9;9;7;6;6;5;4;4;6
Slovenia;GF1006;Social protection;Housing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovenia;GF1007;Social protection;Social exclusion n.e.c.;6;5;6;7;7;7;6;5;6;8;8;8;8;8;9;8;9;8;9;11
Slovenia;GF1008;Social protection;R&D Social protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovenia;GF1009;Social protection;Social protection n.e.c.;3;3;3;2;4;3;4;4;3;4;4;3;4;2;2;2;1;2;2;2
Slovakia;GF0101;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;28;30;28;22;22;24;20;20;33;24;23;21;26;26;26;23;27;26;32;40
Slovakia;GF0102;General public services;Foreign economic aid;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0
Slovakia;GF0103;General public services;General services;4;4;2;2;2;2;2;2;4;3;3;2;3;2;4;4;4;4;3;4
Slovakia;GF0104;General public services;Basic research;6;7;4;4;4;4;3;4;5;5;6;6;7;6;10;4;4;4;4;5
Slovakia;GF0105;General public services;R&D General public services;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovakia;GF0106;General public services;General public services n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovakia;GF0107;General public services;Public debt transactions;41;36;26;23;19;16;15;14;16;14;17;19;20;20;18;18;15;15;13;13
Slovakia;GF0108;General public services;Transfers of a general character between different levels of government;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovakia;GF0201;Defence;Military defence;12;13;8;8;7;8;7;7;9;8;9;8;8;9;8;8;9;10;10;13
Slovakia;GF0202;Defence;Civil defence;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovakia;GF0203;Defence;Foreign military aid;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovakia;GF0204;Defence;R&D Defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovakia;GF0205;Defence;Defence n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovakia;GF0301;Public order and safety;Police services;16;14;8;8;8;10;10;11;11;10;9;9;10;9;9;11;10;10;10;11
Slovakia;GF0302;Public order and safety;Fire-protection services;3;3;2;2;2;2;2;2;4;2;2;2;2;2;3;2;2;2;2;2
Slovakia;GF0303;Public order and safety;Law courts;5;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Slovakia;GF0304;Public order and safety;Prisons;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Slovakia;GF0305;Public order and safety;R&D Public order and safety;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovakia;GF0306;Public order and safety;Public order and safety n.e.c.;9;7;8;7;7;6;5;5;6;6;7;7;8;7;8;7;6;5;5;6
Slovakia;GF0401;Economic affairs;General economic, commercial and labour affairs;4;4;2;2;2;2;2;2;3;2;3;2;2;2;4;2;2;2;2;5
Slovakia;GF0402;Economic affairs;Agriculture, forestry, fishing and hunting;10;7;4;4;3;3;4;5;5;4;3;3;4;3;4;3;2;2;3;3
Slovakia;GF0403;Economic affairs;Fuel and energy;0;0;0;0;0;0;0;0;4;4;6;7;9;7;7;7;7;6;6;8
Slovakia;GF0404;Economic affairs;Mining, manufacturing and construction;1;1;1;0;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1
Slovakia;GF0405;Economic affairs;Transport;45;47;40;38;40;37;29;34;37;32;33;31;29;47;60;44;38;40;38;40
Slovakia;GF0406;Economic affairs;Communication;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovakia;GF0407;Economic affairs;Other industries;3;2;1;0;0;2;5;2;2;2;3;3;2;1;1;3;2;1;1;1
Slovakia;GF0408;Economic affairs;R&D Economic affairs;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0
Slovakia;GF0409;Economic affairs;Economic affairs n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Slovakia;GF0501;Environmental protection;Waste management;5;4;6;6;5;5;4;5;5;5;4;5;5;5;5;4;3;4;3;4
Slovakia;GF0502;Environmental protection;Waste water management;2;3;3;3;3;1;1;1;2;1;2;1;2;1;1;1;1;1;1;1
Slovakia;GF0503;Environmental protection;Pollution abatement;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1
Slovakia;GF0504;Environmental protection;Protection of biodiversity and landscape;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1
Slovakia;GF0505;Environmental protection;R&D Environmental protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovakia;GF0506;Environmental protection;Environmental protection n.e.c.;1;1;1;1;1;3;1;1;1;1;1;1;1;1;2;1;3;2;2;2
Slovakia;GF0601;Housing and community amenities;Housing development;2;4;2;2;3;3;3;2;3;3;3;2;2;2;1;2;1;1;1;1
Slovakia;GF0602;Housing and community amenities;Community development;1;2;2;2;2;2;2;2;2;3;3;2;2;2;3;2;2;3;2;2
Slovakia;GF0603;Housing and community amenities;Water supply;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovakia;GF0604;Housing and community amenities;Street lighting;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1
Slovakia;GF0605;Housing and community amenities;R&D Housing and community amenities;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovakia;GF0606;Housing and community amenities;Housing and community amenities n.e.c.;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Slovakia;GF0701;Health;Medical products, appliances and equipment;11;12;12;11;16;16;16;17;18;18;17;17;17;14;14;15;10;10;9;9
Slovakia;GF0702;Health;Outpatient services;11;12;13;13;17;18;17;19;19;20;19;19;20;22;23;23;14;14;15;15
Slovakia;GF0703;Health;Hospital services;30;29;28;25;29;30;26;27;33;31;30;29;30;32;31;33;26;27;29;32
Slovakia;GF0704;Health;Public health services;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Slovakia;GF0705;Health;R&D Health;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovakia;GF0706;Health;Health n.e.c.;4;4;2;1;1;1;2;5;3;3;3;3;2;3;3;3;4;4;4;5
Slovakia;GF0801;Recreation, culture and religion;Recreational and sporting services;1;2;2;2;2;1;1;1;2;2;2;2;1;1;2;2;1;2;2;2
Slovakia;GF0802;Recreation, culture and religion;Cultural services;5;6;5;5;5;5;5;5;6;6;6;6;6;5;6;4;4;6;6;6
Slovakia;GF0803;Recreation, culture and religion;Broadcasting and publishing services;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Slovakia;GF0804;Recreation, culture and religion;Religious and other community services;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1
Slovakia;GF0805;Recreation, culture and religion;R&D Recreation, culture and religion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovakia;GF0806;Recreation, culture and religion;Recreation, culture and religion n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Slovakia;GF0901;Education;Pre-primary and primary education;5;7;10;9;10;10;8;9;11;12;10;9;9;10;11;10;11;11;12;13
Slovakia;GF0902;Education;Secondary education;9;8;14;12;13;13;12;12;14;14;13;13;14;13;12;13;13;13;14;15
Slovakia;GF0903;Education;Post-secondary non-tertiary education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovakia;GF0904;Education;Tertiary education;10;9;7;6;7;7;6;7;9;9;8;7;8;7;7;6;6;6;6;6
Slovakia;GF0905;Education;Education not definable by level;2;2;3;2;2;2;2;2;3;3;3;3;3;3;3;2;2;3;3;3
Slovakia;GF0906;Education;Subsidiary services to education;4;4;5;5;5;5;4;5;5;5;5;5;5;5;6;5;5;5;6;5
Slovakia;GF0907;Education;R&D Education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovakia;GF0908;Education;Education n.e.c.;7;5;4;3;3;2;3;2;3;3;3;2;2;3;3;2;1;1;1;2
Slovakia;GF1001;Social protection;Sickness and disability;20;20;31;34;26;25;19;18;22;27;28;30;31;29;28;29;29;31;32;39
Slovakia;GF1002;Social protection;Old age;77;75;61;60;67;60;61;60;71;76;73;73;77;79;76;79;78;77;77;84
Slovakia;GF1003;Social protection;Survivors;11;10;7;7;8;8;8;8;9;9;8;9;9;9;8;8;8;8;8;8
Slovakia;GF1004;Social protection;Family and children;10;11;12;12;13;11;12;12;14;15;14;14;13;13;13;13;12;10;11;12
Slovakia;GF1005;Social protection;Unemployment;1;1;2;2;2;2;1;1;3;2;2;2;2;2;2;2;2;2;2;4
Slovakia;GF1006;Social protection;Housing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovakia;GF1007;Social protection;Social exclusion n.e.c.;3;4;4;4;5;4;4;4;5;5;5;5;5;5;5;5;2;2;2;2
Slovakia;GF1008;Social protection;R&D Social protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovakia;GF1009;Social protection;Social protection n.e.c.;22;24;20;20;22;20;24;22;27;17;15;16;15;14;15;14;14;13;12;13
Finland;GF0101;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;15;15;17;16;16;16;15;15;17;16;16;16;17;16;15;15;14;15;15;17
Finland;GF0102;General public services;Foreign economic aid;3;3;3;3;3;3;3;3;4;4;4;4;4;5;4;3;3;2;2;4
Finland;GF0103;General public services;General services;21;21;23;24;25;25;25;27;31;32;35;36;38;38;42;40;42;44;44;47
Finland;GF0104;General public services;Basic research;9;9;9;9;9;8;8;9;10;10;9;10;10;10;9;9;9;9;9;9
Finland;GF0105;General public services;R&D General public services;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finland;GF0106;General public services;General public services n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finland;GF0107;General public services;Public debt transactions;27;22;19;18;17;16;15;15;15;14;15;15;14;14;13;12;11;10;9;7
Finland;GF0108;General public services;Transfers of a general character between different levels of government;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finland;GF0201;Defence;Military defence;11;11;13;13;14;13;12;13;14;13;12;13;13;13;13;11;11;10;10;13
Finland;GF0202;Defence;Civil defence;0;0;0;1;0;0;0;0;0;1;1;1;1;0;-1;1;0;1;1;0
Finland;GF0203;Defence;Foreign military aid;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0
Finland;GF0204;Defence;R&D Defence;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finland;GF0205;Defence;Defence n.e.c.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finland;GF0301;Public order and safety;Police services;6;5;6;6;6;5;5;5;6;6;6;6;6;5;5;5;5;5;5;5
Finland;GF0302;Public order and safety;Fire-protection services;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3
