unit;sector;na_item;geo;TIME_PERIOD;OBS_VALUE
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Denmark;2016;37.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Denmark;2017;35.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Denmark;2018;34.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Denmark;2019;33.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Denmark;2020;42.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2001;68.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2002;68.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2003;69.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2004;69.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2005;70.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2006;68.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2007;66.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2008;69.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2009;80.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2010;85.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2011;87.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2012;91.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2013;93.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2014;93.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2015;91.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2016;90.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2017;87.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2018;86.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2019;83.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Euro area - 19 countries  (2015-2022);2020;97.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Estonia;2001;4.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Estonia;2002;5.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Estonia;2003;5.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Estonia;2004;5.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Estonia;2005;4.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Estonia;2006;4.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Estonia;2007;3.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Estonia;2008;4.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Estonia;2009;7.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Estonia;2010;6.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Estonia;2011;6.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Estonia;2012;9.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Estonia;2013;10.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Estonia;2014;10.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Estonia;2015;10.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Estonia;2016;10.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Estonia;2017;9.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Estonia;2018;8.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Estonia;2019;8.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Estonia;2020;18.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Greece;2001;107.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Greece;2002;104.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Greece;2003;101.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Greece;2004;102.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Greece;2005;107.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Greece;2006;103.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Greece;2007;103.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Greece;2008;109.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Greece;2009;126.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Greece;2010;147.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Greece;2011;175.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Greece;2012;162.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Greece;2013;178.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Greece;2014;180.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Greece;2015;176.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Greece;2016;180.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Greece;2017;179.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Greece;2018;186.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Greece;2019;180.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Greece;2020;206.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Spain;2001;54.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Spain;2002;51.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Spain;2003;47.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Spain;2004;45.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Spain;2005;42.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Spain;2006;39.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Spain;2007;35.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Spain;2008;39.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Spain;2009;53.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Spain;2010;60.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Spain;2011;69.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Spain;2012;90.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Spain;2013;100.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Spain;2014;105.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Spain;2015;103.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Spain;2016;102.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Spain;2017;101.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Spain;2018;100.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Spain;2019;98.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Spain;2020;120.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2001;65.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2002;65.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2003;66.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2004;67.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2005;67.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2006;65.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2007;62.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2008;65.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2009;75.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2010;80.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2011;81.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2012;85.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2013;86.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2014;86.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2015;85.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2016;84.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2017;81.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2018;79.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2019;77.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;European Union - 27 countries (from 2020);2020;89.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Finland;2001;43.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Finland;2002;42.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Finland;2003;45.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Finland;2004;44.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Finland;2005;42.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Finland;2006;40.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Finland;2007;36.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Finland;2008;34.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Finland;2009;44.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Finland;2010;50.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Finland;2011;51.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Finland;2012;57.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Finland;2013;60.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Finland;2014;64.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Finland;2015;68.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Finland;2016;68.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Finland;2017;66.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Finland;2018;64.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Finland;2019;64.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Finland;2020;74.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;France;2001;58.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;France;2002;60.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;France;2003;64.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;France;2004;65.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;France;2005;67.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;France;2006;64.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;France;2007;64.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;France;2008;68.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;France;2009;83.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;France;2010;85.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;France;2011;87.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;France;2012;90.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;France;2013;93.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;France;2014;94.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;France;2015;95.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;France;2016;98.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;France;2017;98.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;France;2018;97.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;France;2019;97.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;France;2020;115.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Croatia;2001;36.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Croatia;2002;36.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Croatia;2003;37.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Croatia;2004;39.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Croatia;2005;40.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Croatia;2006;38.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Croatia;2007;37.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Croatia;2008;39.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Croatia;2009;48.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Croatia;2010;57.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Croatia;2011;63.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Croatia;2012;69.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Croatia;2013;80.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Croatia;2014;83.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Croatia;2015;83.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Croatia;2016;79.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Croatia;2017;76.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Croatia;2018;73.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Croatia;2019;71.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Croatia;2020;87.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Hungary;2001;52.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Hungary;2002;55.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Hungary;2003;58.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Hungary;2004;58.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Hungary;2005;60.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Hungary;2006;64.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Hungary;2007;65.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Hungary;2008;71.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Hungary;2009;78.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Hungary;2010;80.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Hungary;2011;80.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Hungary;2012;78.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Hungary;2013;77.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Hungary;2014;76.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Hungary;2015;75.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Hungary;2016;74.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Hungary;2017;72.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Hungary;2018;69.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Hungary;2019;65.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Hungary;2020;79.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Ireland;2001;33.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Ireland;2002;30.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Ireland;2003;29.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Ireland;2004;28.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Ireland;2005;26.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Ireland;2006;23.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Ireland;2007;23.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Ireland;2008;42.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Ireland;2009;61.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Ireland;2010;86.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Ireland;2011;110.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Ireland;2012;119.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Ireland;2013;119.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Ireland;2014;104.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Ireland;2015;76.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Ireland;2016;74.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Ireland;2017;67.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Ireland;2018;63.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Ireland;2019;57.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Ireland;2020;58.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Italy;2001;108.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Italy;2002;106.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Italy;2003;105.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Italy;2004;105.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Italy;2005;106.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Italy;2006;106.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Italy;2007;103.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Italy;2008;106.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Italy;2009;116.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Italy;2010;119.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Italy;2011;119.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Italy;2012;126.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Italy;2013;132.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Italy;2014;135.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Italy;2015;135.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Italy;2016;134.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Italy;2017;134.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Italy;2018;134.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Italy;2019;134.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Italy;2020;154.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Lithuania;2001;22.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Lithuania;2002;22.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Lithuania;2003;20.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Lithuania;2004;18.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Lithuania;2005;17.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Lithuania;2006;17.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Lithuania;2007;15.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Lithuania;2008;14.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Lithuania;2009;28.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Lithuania;2010;36.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Lithuania;2011;37.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Lithuania;2012;39.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Lithuania;2013;38.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Lithuania;2014;40.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Lithuania;2015;42.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Lithuania;2016;39.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Lithuania;2017;39.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Lithuania;2018;33.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Lithuania;2019;35.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Lithuania;2020;46.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Luxembourg;2001;7.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Luxembourg;2002;7.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Luxembourg;2003;7.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Luxembourg;2004;7.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Luxembourg;2005;8.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Luxembourg;2006;8.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Luxembourg;2007;8.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Luxembourg;2008;14.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Luxembourg;2009;15.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Luxembourg;2010;19.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Luxembourg;2011;18.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Luxembourg;2012;20.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Luxembourg;2013;22.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Luxembourg;2014;21.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Luxembourg;2015;21.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Luxembourg;2016;19.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Luxembourg;2017;21.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Luxembourg;2018;20.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Luxembourg;2019;22.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Luxembourg;2020;24.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Latvia;2001;13.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Latvia;2002;13.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Latvia;2003;14.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Latvia;2004;14.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Latvia;2005;11.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Latvia;2006;10.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Latvia;2007;8.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Latvia;2008;18.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Latvia;2009;37.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Latvia;2010;47.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Latvia;2011;45.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Latvia;2012;42.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Latvia;2013;40.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Latvia;2014;41.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Latvia;2015;37.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Latvia;2016;40.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Latvia;2017;38.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Latvia;2018;37.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Latvia;2019;36.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Latvia;2020;42.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Malta;2001;64.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Malta;2002;63.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Malta;2003;68.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Malta;2004;71.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Malta;2005;69.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Malta;2006;64.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Malta;2007;61.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Malta;2008;61.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Malta;2009;66.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Malta;2010;65.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Malta;2011;70.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Malta;2012;66.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Malta;2013;66.4
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Malta;2014;62.1
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Malta;2015;56.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Malta;2016;54.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Malta;2017;47.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Malta;2018;43.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Malta;2019;40.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Malta;2020;53.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Netherlands;2001;49.5
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Netherlands;2002;48.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Netherlands;2003;50.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Netherlands;2004;50.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Netherlands;2005;49.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Netherlands;2006;45.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Netherlands;2007;43.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Netherlands;2008;54.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Netherlands;2009;56.8
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Netherlands;2010;59.3
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Netherlands;2011;61.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Netherlands;2012;66.2
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Netherlands;2013;67.7
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Netherlands;2014;67.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Netherlands;2015;64.6
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Netherlands;2016;61.9
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Netherlands;2017;57.0
Percentage of gross domestic product (GDP);General government;Government consolidated gross debt;Netherlands;2018;52.4
