unit;na_item;geo;TIME_PERIOD;OBS_VALUE
Percentage of gross domestic product (GDP);Total general government expenditure;Malta;2019;35.7
Percentage of gross domestic product (GDP);Total general government expenditure;Malta;2020;45.7
Percentage of gross domestic product (GDP);Total general government expenditure;Malta;2021;43.7
Percentage of gross domestic product (GDP);Total general government expenditure;Netherlands;2001;43.1
Percentage of gross domestic product (GDP);Total general government expenditure;Netherlands;2002;43.7
Percentage of gross domestic product (GDP);Total general government expenditure;Netherlands;2003;44.7
Percentage of gross domestic product (GDP);Total general government expenditure;Netherlands;2004;43.7
Percentage of gross domestic product (GDP);Total general government expenditure;Netherlands;2005;42.6
Percentage of gross domestic product (GDP);Total general government expenditure;Netherlands;2006;43.4
Percentage of gross domestic product (GDP);Total general government expenditure;Netherlands;2007;42.7
Percentage of gross domestic product (GDP);Total general government expenditure;Netherlands;2008;43.5
Percentage of gross domestic product (GDP);Total general government expenditure;Netherlands;2009;47.9
Percentage of gross domestic product (GDP);Total general government expenditure;Netherlands;2010;48.2
Percentage of gross domestic product (GDP);Total general government expenditure;Netherlands;2011;47.1
Percentage of gross domestic product (GDP);Total general government expenditure;Netherlands;2012;47.0
Percentage of gross domestic product (GDP);Total general government expenditure;Netherlands;2013;46.8
Percentage of gross domestic product (GDP);Total general government expenditure;Netherlands;2014;46.1
Percentage of gross domestic product (GDP);Total general government expenditure;Netherlands;2015;44.8
Percentage of gross domestic product (GDP);Total general government expenditure;Netherlands;2016;43.6
Percentage of gross domestic product (GDP);Total general government expenditure;Netherlands;2017;42.5
Percentage of gross domestic product (GDP);Total general government expenditure;Netherlands;2018;42.3
Percentage of gross domestic product (GDP);Total general government expenditure;Netherlands;2019;42.1
Percentage of gross domestic product (GDP);Total general government expenditure;Netherlands;2020;47.8
Percentage of gross domestic product (GDP);Total general government expenditure;Netherlands;2021;46.6
Percentage of gross domestic product (GDP);Total general government expenditure;Norway;2001;44.1
Percentage of gross domestic product (GDP);Total general government expenditure;Norway;2002;47.1
Percentage of gross domestic product (GDP);Total general government expenditure;Norway;2003;48.2
Percentage of gross domestic product (GDP);Total general government expenditure;Norway;2004;45.3
Percentage of gross domestic product (GDP);Total general government expenditure;Norway;2005;42.3
Percentage of gross domestic product (GDP);Total general government expenditure;Norway;2006;41.0
Percentage of gross domestic product (GDP);Total general government expenditure;Norway;2007;41.6
Percentage of gross domestic product (GDP);Total general government expenditure;Norway;2008;40.3
Percentage of gross domestic product (GDP);Total general government expenditure;Norway;2009;46.3
Percentage of gross domestic product (GDP);Total general government expenditure;Norway;2010;45.1
Percentage of gross domestic product (GDP);Total general government expenditure;Norway;2011;43.9
Percentage of gross domestic product (GDP);Total general government expenditure;Norway;2012;43.0
Percentage of gross domestic product (GDP);Total general government expenditure;Norway;2013;44.1
Percentage of gross domestic product (GDP);Total general government expenditure;Norway;2014;45.9
Percentage of gross domestic product (GDP);Total general government expenditure;Norway;2015;49.0
Percentage of gross domestic product (GDP);Total general government expenditure;Norway;2016;51.2
Percentage of gross domestic product (GDP);Total general government expenditure;Norway;2017;50.1
Percentage of gross domestic product (GDP);Total general government expenditure;Norway;2018;48.5
Percentage of gross domestic product (GDP);Total general government expenditure;Norway;2019;51.1
Percentage of gross domestic product (GDP);Total general government expenditure;Norway;2020;57.6
Percentage of gross domestic product (GDP);Total general government expenditure;Norway;2021;48.3
Percentage of gross domestic product (GDP);Total general government expenditure;Poland;2001;44.8
Percentage of gross domestic product (GDP);Total general government expenditure;Poland;2002;45.2
Percentage of gross domestic product (GDP);Total general government expenditure;Poland;2003;45.6
Percentage of gross domestic product (GDP);Total general government expenditure;Poland;2004;43.5
Percentage of gross domestic product (GDP);Total general government expenditure;Poland;2005;44.2
Percentage of gross domestic product (GDP);Total general government expenditure;Poland;2006;44.5
Percentage of gross domestic product (GDP);Total general government expenditure;Poland;2007;42.9
Percentage of gross domestic product (GDP);Total general government expenditure;Poland;2008;44.2
Percentage of gross domestic product (GDP);Total general government expenditure;Poland;2009;45.0
Percentage of gross domestic product (GDP);Total general government expenditure;Poland;2010;46.2
Percentage of gross domestic product (GDP);Total general government expenditure;Poland;2011;44.4
Percentage of gross domestic product (GDP);Total general government expenditure;Poland;2012;43.4
Percentage of gross domestic product (GDP);Total general government expenditure;Poland;2013;43.4
Percentage of gross domestic product (GDP);Total general government expenditure;Poland;2014;42.9
Percentage of gross domestic product (GDP);Total general government expenditure;Poland;2015;41.7
Percentage of gross domestic product (GDP);Total general government expenditure;Poland;2016;41.3
Percentage of gross domestic product (GDP);Total general government expenditure;Poland;2017;41.4
Percentage of gross domestic product (GDP);Total general government expenditure;Poland;2018;41.4
Percentage of gross domestic product (GDP);Total general government expenditure;Poland;2019;41.9
Percentage of gross domestic product (GDP);Total general government expenditure;Poland;2020;48.2
Percentage of gross domestic product (GDP);Total general government expenditure;Poland;2021;44.2
Percentage of gross domestic product (GDP);Total general government expenditure;Portugal;2001;44.1
Percentage of gross domestic product (GDP);Total general government expenditure;Portugal;2002;43.7
Percentage of gross domestic product (GDP);Total general government expenditure;Portugal;2003;45.4
Percentage of gross domestic product (GDP);Total general government expenditure;Portugal;2004;46.2
Percentage of gross domestic product (GDP);Total general government expenditure;Portugal;2005;46.8
Percentage of gross domestic product (GDP);Total general government expenditure;Portugal;2006;45.2
Percentage of gross domestic product (GDP);Total general government expenditure;Portugal;2007;44.5
Percentage of gross domestic product (GDP);Total general government expenditure;Portugal;2008;45.3
Percentage of gross domestic product (GDP);Total general government expenditure;Portugal;2009;50.2
Percentage of gross domestic product (GDP);Total general government expenditure;Portugal;2010;51.9
Percentage of gross domestic product (GDP);Total general government expenditure;Portugal;2011;50.0
Percentage of gross domestic product (GDP);Total general government expenditure;Portugal;2012;48.9
Percentage of gross domestic product (GDP);Total general government expenditure;Portugal;2013;49.9
Percentage of gross domestic product (GDP);Total general government expenditure;Portugal;2014;51.7
Percentage of gross domestic product (GDP);Total general government expenditure;Portugal;2015;48.2
Percentage of gross domestic product (GDP);Total general government expenditure;Portugal;2016;44.8
Percentage of gross domestic product (GDP);Total general government expenditure;Portugal;2017;45.4
Percentage of gross domestic product (GDP);Total general government expenditure;Portugal;2018;43.2
Percentage of gross domestic product (GDP);Total general government expenditure;Portugal;2019;42.5
Percentage of gross domestic product (GDP);Total general government expenditure;Portugal;2020;49.2
Percentage of gross domestic product (GDP);Total general government expenditure;Portugal;2021;47.8
Percentage of gross domestic product (GDP);Total general government expenditure;Romania;2001;36.3
Percentage of gross domestic product (GDP);Total general government expenditure;Romania;2002;34.9
Percentage of gross domestic product (GDP);Total general government expenditure;Romania;2003;34.3
Percentage of gross domestic product (GDP);Total general government expenditure;Romania;2004;33.8
Percentage of gross domestic product (GDP);Total general government expenditure;Romania;2005;33.5
Percentage of gross domestic product (GDP);Total general government expenditure;Romania;2006;35.6
Percentage of gross domestic product (GDP);Total general government expenditure;Romania;2007;37.5
Percentage of gross domestic product (GDP);Total general government expenditure;Romania;2008;37.7
Percentage of gross domestic product (GDP);Total general government expenditure;Romania;2009;39.9
Percentage of gross domestic product (GDP);Total general government expenditure;Romania;2010;39.5
Percentage of gross domestic product (GDP);Total general government expenditure;Romania;2011;38.1
Percentage of gross domestic product (GDP);Total general government expenditure;Romania;2012;36.2
Percentage of gross domestic product (GDP);Total general government expenditure;Romania;2013;36.0
Percentage of gross domestic product (GDP);Total general government expenditure;Romania;2014;35.4
Percentage of gross domestic product (GDP);Total general government expenditure;Romania;2015;36.0
Percentage of gross domestic product (GDP);Total general government expenditure;Romania;2016;35.0
Percentage of gross domestic product (GDP);Total general government expenditure;Romania;2017;33.6
Percentage of gross domestic product (GDP);Total general government expenditure;Romania;2018;34.5
Percentage of gross domestic product (GDP);Total general government expenditure;Romania;2019;36.0
Percentage of gross domestic product (GDP);Total general government expenditure;Romania;2020;41.5
Percentage of gross domestic product (GDP);Total general government expenditure;Romania;2021;39.8
Percentage of gross domestic product (GDP);Total general government expenditure;Sweden;2001;52.5
Percentage of gross domestic product (GDP);Total general government expenditure;Sweden;2002;53.6
Percentage of gross domestic product (GDP);Total general government expenditure;Sweden;2003;53.8
Percentage of gross domestic product (GDP);Total general government expenditure;Sweden;2004;52.5
Percentage of gross domestic product (GDP);Total general government expenditure;Sweden;2005;52.3
Percentage of gross domestic product (GDP);Total general government expenditure;Sweden;2006;51.1
Percentage of gross domestic product (GDP);Total general government expenditure;Sweden;2007;49.3
Percentage of gross domestic product (GDP);Total general government expenditure;Sweden;2008;50.0
Percentage of gross domestic product (GDP);Total general government expenditure;Sweden;2009;52.4
Percentage of gross domestic product (GDP);Total general government expenditure;Sweden;2010;50.4
Percentage of gross domestic product (GDP);Total general government expenditure;Sweden;2011;49.8
Percentage of gross domestic product (GDP);Total general government expenditure;Sweden;2012;51.0
Percentage of gross domestic product (GDP);Total general government expenditure;Sweden;2013;51.7
Percentage of gross domestic product (GDP);Total general government expenditure;Sweden;2014;50.7
Percentage of gross domestic product (GDP);Total general government expenditure;Sweden;2015;49.3
Percentage of gross domestic product (GDP);Total general government expenditure;Sweden;2016;49.7
Percentage of gross domestic product (GDP);Total general government expenditure;Sweden;2017;49.2
Percentage of gross domestic product (GDP);Total general government expenditure;Sweden;2018;49.9
Percentage of gross domestic product (GDP);Total general government expenditure;Sweden;2019;49.1
Percentage of gross domestic product (GDP);Total general government expenditure;Sweden;2020;52.1
Percentage of gross domestic product (GDP);Total general government expenditure;Sweden;2021;49.5
Percentage of gross domestic product (GDP);Total general government expenditure;Slovenia;2001;48.7
Percentage of gross domestic product (GDP);Total general government expenditure;Slovenia;2002;47.3
Percentage of gross domestic product (GDP);Total general government expenditure;Slovenia;2003;47.2
Percentage of gross domestic product (GDP);Total general government expenditure;Slovenia;2004;46.6
Percentage of gross domestic product (GDP);Total general government expenditure;Slovenia;2005;46.4
Percentage of gross domestic product (GDP);Total general government expenditure;Slovenia;2006;45.5
Percentage of gross domestic product (GDP);Total general government expenditure;Slovenia;2007;43.4
Percentage of gross domestic product (GDP);Total general government expenditure;Slovenia;2008;45.1
Percentage of gross domestic product (GDP);Total general government expenditure;Slovenia;2009;49.4
Percentage of gross domestic product (GDP);Total general government expenditure;Slovenia;2010;50.2
Percentage of gross domestic product (GDP);Total general government expenditure;Slovenia;2011;50.9
Percentage of gross domestic product (GDP);Total general government expenditure;Slovenia;2012;49.4
Percentage of gross domestic product (GDP);Total general government expenditure;Slovenia;2013;60.3
Percentage of gross domestic product (GDP);Total general government expenditure;Slovenia;2014;50.8
Percentage of gross domestic product (GDP);Total general government expenditure;Slovenia;2015;48.7
Percentage of gross domestic product (GDP);Total general government expenditure;Slovenia;2016;46.2
Percentage of gross domestic product (GDP);Total general government expenditure;Slovenia;2017;44.1
Percentage of gross domestic product (GDP);Total general government expenditure;Slovenia;2018;43.5
Percentage of gross domestic product (GDP);Total general government expenditure;Slovenia;2019;43.2
Percentage of gross domestic product (GDP);Total general government expenditure;Slovenia;2020;51.2
Percentage of gross domestic product (GDP);Total general government expenditure;Slovenia;2021;49.3
Percentage of gross domestic product (GDP);Total general government expenditure;Slovakia;2001;45.3
Percentage of gross domestic product (GDP);Total general government expenditure;Slovakia;2002;45.4
Percentage of gross domestic product (GDP);Total general government expenditure;Slovakia;2003;40.4
Percentage of gross domestic product (GDP);Total general government expenditure;Slovakia;2004;37.9
Percentage of gross domestic product (GDP);Total general government expenditure;Slovakia;2005;39.7
Percentage of gross domestic product (GDP);Total general government expenditure;Slovakia;2006;38.8
Percentage of gross domestic product (GDP);Total general government expenditure;Slovakia;2007;36.4
Percentage of gross domestic product (GDP);Total general government expenditure;Slovakia;2008;37.0
Percentage of gross domestic product (GDP);Total general government expenditure;Slovakia;2009;44.4
Percentage of gross domestic product (GDP);Total general government expenditure;Slovakia;2010;42.1
Percentage of gross domestic product (GDP);Total general government expenditure;Slovakia;2011;41.4
Percentage of gross domestic product (GDP);Total general government expenditure;Slovakia;2012;41.1
Percentage of gross domestic product (GDP);Total general government expenditure;Slovakia;2013;42.5
Percentage of gross domestic product (GDP);Total general government expenditure;Slovakia;2014;43.3
Percentage of gross domestic product (GDP);Total general government expenditure;Slovakia;2015;45.6
Percentage of gross domestic product (GDP);Total general government expenditure;Slovakia;2016;42.5
Percentage of gross domestic product (GDP);Total general government expenditure;Slovakia;2017;39.5
Percentage of gross domestic product (GDP);Total general government expenditure;Slovakia;2018;39.7
Percentage of gross domestic product (GDP);Total general government expenditure;Slovakia;2019;40.5
Percentage of gross domestic product (GDP);Total general government expenditure;Slovakia;2020;44.8
Percentage of gross domestic product (GDP);Total general government expenditure;Slovakia;2021;46.3
Percentage of gross domestic product (GDP);Total general government revenue;Austria;2001;50.7
Percentage of gross domestic product (GDP);Total general government revenue;Austria;2002;49.7
Percentage of gross domestic product (GDP);Total general government revenue;Austria;2003;49.5
Percentage of gross domestic product (GDP);Total general government revenue;Austria;2004;48.9
Percentage of gross domestic product (GDP);Total general government revenue;Austria;2005;48.6
Percentage of gross domestic product (GDP);Total general government revenue;Austria;2006;47.8
Percentage of gross domestic product (GDP);Total general government revenue;Austria;2007;47.9
Percentage of gross domestic product (GDP);Total general government revenue;Austria;2008;48.4
Percentage of gross domestic product (GDP);Total general government revenue;Austria;2009;48.8
Percentage of gross domestic product (GDP);Total general government revenue;Austria;2010;48.4
Percentage of gross domestic product (GDP);Total general government revenue;Austria;2011;48.3
Percentage of gross domestic product (GDP);Total general government revenue;Austria;2012;49.0
Percentage of gross domestic product (GDP);Total general government revenue;Austria;2013;49.7
Percentage of gross domestic product (GDP);Total general government revenue;Austria;2014;49.7
Percentage of gross domestic product (GDP);Total general government revenue;Austria;2015;50.1
Percentage of gross domestic product (GDP);Total general government revenue;Austria;2016;48.5
Percentage of gross domestic product (GDP);Total general government revenue;Austria;2017;48.5
Percentage of gross domestic product (GDP);Total general government revenue;Austria;2018;48.9
Percentage of gross domestic product (GDP);Total general government revenue;Austria;2019;49.2
Percentage of gross domestic product (GDP);Total general government revenue;Austria;2020;48.7
Percentage of gross domestic product (GDP);Total general government revenue;Austria;2021;50.0
Percentage of gross domestic product (GDP);Total general government revenue;Belgium;2001;49.6
Percentage of gross domestic product (GDP);Total general government revenue;Belgium;2002;49.9
Percentage of gross domestic product (GDP);Total general government revenue;Belgium;2003;49.2
Percentage of gross domestic product (GDP);Total general government revenue;Belgium;2004;49.1
Percentage of gross domestic product (GDP);Total general government revenue;Belgium;2005;49.1
Percentage of gross domestic product (GDP);Total general government revenue;Belgium;2006;49.0
Percentage of gross domestic product (GDP);Total general government revenue;Belgium;2007;48.6
Percentage of gross domestic product (GDP);Total general government revenue;Belgium;2008;49.7
Percentage of gross domestic product (GDP);Total general government revenue;Belgium;2009;49.2
Percentage of gross domestic product (GDP);Total general government revenue;Belgium;2010;49.8
Percentage of gross domestic product (GDP);Total general government revenue;Belgium;2011;51.0
Percentage of gross domestic product (GDP);Total general government revenue;Belgium;2012;52.2
Percentage of gross domestic product (GDP);Total general government revenue;Belgium;2013;53.0
Percentage of gross domestic product (GDP);Total general government revenue;Belgium;2014;52.5
Percentage of gross domestic product (GDP);Total general government revenue;Belgium;2015;51.3
Percentage of gross domestic product (GDP);Total general government revenue;Belgium;2016;50.8
Percentage of gross domestic product (GDP);Total general government revenue;Belgium;2017;51.3
Percentage of gross domestic product (GDP);Total general government revenue;Belgium;2018;51.4
Percentage of gross domestic product (GDP);Total general government revenue;Belgium;2019;49.9
Percentage of gross domestic product (GDP);Total general government revenue;Belgium;2020;49.9
Percentage of gross domestic product (GDP);Total general government revenue;Belgium;2021;49.9
Percentage of gross domestic product (GDP);Total general government revenue;Bulgaria;2001;41.3
Percentage of gross domestic product (GDP);Total general government revenue;Bulgaria;2002;38.0
Percentage of gross domestic product (GDP);Total general government revenue;Bulgaria;2003;38.5
Percentage of gross domestic product (GDP);Total general government revenue;Bulgaria;2004;39.6
Percentage of gross domestic product (GDP);Total general government revenue;Bulgaria;2005;38.4
Percentage of gross domestic product (GDP);Total general government revenue;Bulgaria;2006;36.3
Percentage of gross domestic product (GDP);Total general government revenue;Bulgaria;2007;37.7
Percentage of gross domestic product (GDP);Total general government revenue;Bulgaria;2008;38.5
Percentage of gross domestic product (GDP);Total general government revenue;Bulgaria;2009;34.8
Percentage of gross domestic product (GDP);Total general government revenue;Bulgaria;2010;32.5
Percentage of gross domestic product (GDP);Total general government revenue;Bulgaria;2011;32.0
Percentage of gross domestic product (GDP);Total general government revenue;Bulgaria;2012;33.5
Percentage of gross domestic product (GDP);Total general government revenue;Bulgaria;2013;37.0
Percentage of gross domestic product (GDP);Total general government revenue;Bulgaria;2014;37.8
Percentage of gross domestic product (GDP);Total general government revenue;Bulgaria;2015;38.5
Percentage of gross domestic product (GDP);Total general government revenue;Bulgaria;2016;35.1
Percentage of gross domestic product (GDP);Total general government revenue;Bulgaria;2017;36.4
Percentage of gross domestic product (GDP);Total general government revenue;Bulgaria;2018;38.7
Percentage of gross domestic product (GDP);Total general government revenue;Bulgaria;2019;38.4
Percentage of gross domestic product (GDP);Total general government revenue;Bulgaria;2020;37.7
Percentage of gross domestic product (GDP);Total general government revenue;Bulgaria;2021;36.7
Percentage of gross domestic product (GDP);Total general government revenue;Switzerland;2001;32.7
Percentage of gross domestic product (GDP);Total general government revenue;Switzerland;2002;33.2
Percentage of gross domestic product (GDP);Total general government revenue;Switzerland;2003;32.8
Percentage of gross domestic product (GDP);Total general government revenue;Switzerland;2004;32.4
Percentage of gross domestic product (GDP);Total general government revenue;Switzerland;2005;32.4
Percentage of gross domestic product (GDP);Total general government revenue;Switzerland;2006;32.1
Percentage of gross domestic product (GDP);Total general government revenue;Switzerland;2007;31.7
Percentage of gross domestic product (GDP);Total general government revenue;Switzerland;2008;32.6
Percentage of gross domestic product (GDP);Total general government revenue;Switzerland;2009;33.0
Percentage of gross domestic product (GDP);Total general government revenue;Switzerland;2010;32.5
Percentage of gross domestic product (GDP);Total general government revenue;Switzerland;2011;32.8
Percentage of gross domestic product (GDP);Total general government revenue;Switzerland;2012;32.7
Percentage of gross domestic product (GDP);Total general government revenue;Switzerland;2013;32.9
Percentage of gross domestic product (GDP);Total general government revenue;Switzerland;2014;32.7
Percentage of gross domestic product (GDP);Total general government revenue;Switzerland;2015;33.8
Percentage of gross domestic product (GDP);Total general government revenue;Switzerland;2016;33.5
Percentage of gross domestic product (GDP);Total general government revenue;Switzerland;2017;34.4
Percentage of gross domestic product (GDP);Total general government revenue;Switzerland;2018;33.8
Percentage of gross domestic product (GDP);Total general government revenue;Switzerland;2019;34.1
Percentage of gross domestic product (GDP);Total general government revenue;Switzerland;2020;34.8
Percentage of gross domestic product (GDP);Total general government revenue;Switzerland;2021;35.4
Percentage of gross domestic product (GDP);Total general government revenue;Cyprus;2001;33.2
Percentage of gross domestic product (GDP);Total general government revenue;Cyprus;2002;32.9
Percentage of gross domestic product (GDP);Total general government revenue;Cyprus;2003;34.6
Percentage of gross domestic product (GDP);Total general government revenue;Cyprus;2004;34.9
Percentage of gross domestic product (GDP);Total general government revenue;Cyprus;2005;37.1
Percentage of gross domestic product (GDP);Total general government revenue;Cyprus;2006;37.7
Percentage of gross domestic product (GDP);Total general government revenue;Cyprus;2007;40.8
Percentage of gross domestic product (GDP);Total general government revenue;Cyprus;2008;39.3
Percentage of gross domestic product (GDP);Total general government revenue;Cyprus;2009;36.7
Percentage of gross domestic product (GDP);Total general government revenue;Cyprus;2010;37.0
Percentage of gross domestic product (GDP);Total general government revenue;Cyprus;2011;36.4
Percentage of gross domestic product (GDP);Total general government revenue;Cyprus;2012;36.3
Percentage of gross domestic product (GDP);Total general government revenue;Cyprus;2013;37.3
Percentage of gross domestic product (GDP);Total general government revenue;Cyprus;2014;40.5
Percentage of gross domestic product (GDP);Total general government revenue;Cyprus;2015;39.5
Percentage of gross domestic product (GDP);Total general government revenue;Cyprus;2016;37.5
Percentage of gross domestic product (GDP);Total general government revenue;Cyprus;2017;38.3
Percentage of gross domestic product (GDP);Total general government revenue;Cyprus;2018;39.0
Percentage of gross domestic product (GDP);Total general government revenue;Cyprus;2019;39.4
Percentage of gross domestic product (GDP);Total general government revenue;Cyprus;2020;38.8
Percentage of gross domestic product (GDP);Total general government revenue;Cyprus;2021;41.4
Percentage of gross domestic product (GDP);Total general government revenue;Czechia;2001;37.6
Percentage of gross domestic product (GDP);Total general government revenue;Czechia;2002;38.3
Percentage of gross domestic product (GDP);Total general government revenue;Czechia;2003;42.3
Percentage of gross domestic product (GDP);Total general government revenue;Czechia;2004;40.0
Percentage of gross domestic product (GDP);Total general government revenue;Czechia;2005;39.3
Percentage of gross domestic product (GDP);Total general government revenue;Czechia;2006;39.3
Percentage of gross domestic product (GDP);Total general government revenue;Czechia;2007;39.8
Percentage of gross domestic product (GDP);Total general government revenue;Czechia;2008;38.9
Percentage of gross domestic product (GDP);Total general government revenue;Czechia;2009;38.9
Percentage of gross domestic product (GDP);Total general government revenue;Czechia;2010;39.5
Percentage of gross domestic product (GDP);Total general government revenue;Czechia;2011;40.5
Percentage of gross domestic product (GDP);Total general government revenue;Czechia;2012;40.8
Percentage of gross domestic product (GDP);Total general government revenue;Czechia;2013;41.4
Percentage of gross domestic product (GDP);Total general government revenue;Czechia;2014;40.5
Percentage of gross domestic product (GDP);Total general government revenue;Czechia;2015;41.3
Percentage of gross domestic product (GDP);Total general government revenue;Czechia;2016;40.5
Percentage of gross domestic product (GDP);Total general government revenue;Czechia;2017;40.5
Percentage of gross domestic product (GDP);Total general government revenue;Czechia;2018;41.5
Percentage of gross domestic product (GDP);Total general government revenue;Czechia;2019;41.3
Percentage of gross domestic product (GDP);Total general government revenue;Czechia;2020;41.5
Percentage of gross domestic product (GDP);Total general government revenue;Czechia;2021;41.4
Percentage of gross domestic product (GDP);Total general government revenue;Germany (until 1990 former territory of the FRG);2001;44.4
Percentage of gross domestic product (GDP);Total general government revenue;Germany (until 1990 former territory of the FRG);2002;44.0
Percentage of gross domestic product (GDP);Total general government revenue;Germany (until 1990 former territory of the FRG);2003;44.6
Percentage of gross domestic product (GDP);Total general government revenue;Germany (until 1990 former territory of the FRG);2004;43.5
Percentage of gross domestic product (GDP);Total general government revenue;Germany (until 1990 former territory of the FRG);2005;43.5
Percentage of gross domestic product (GDP);Total general government revenue;Germany (until 1990 former territory of the FRG);2006;43.6
Percentage of gross domestic product (GDP);Total general government revenue;Germany (until 1990 former territory of the FRG);2007;43.7
Percentage of gross domestic product (GDP);Total general government revenue;Germany (until 1990 former territory of the FRG);2008;44.1
Percentage of gross domestic product (GDP);Total general government revenue;Germany (until 1990 former territory of the FRG);2009;45.0
Percentage of gross domestic product (GDP);Total general government revenue;Germany (until 1990 former territory of the FRG);2010;43.8
Percentage of gross domestic product (GDP);Total general government revenue;Germany (until 1990 former territory of the FRG);2011;44.4
Percentage of gross domestic product (GDP);Total general government revenue;Germany (until 1990 former territory of the FRG);2012;44.9
Percentage of gross domestic product (GDP);Total general government revenue;Germany (until 1990 former territory of the FRG);2013;45.0
Percentage of gross domestic product (GDP);Total general government revenue;Germany (until 1990 former territory of the FRG);2014;44.9
Percentage of gross domestic product (GDP);Total general government revenue;Germany (until 1990 former territory of the FRG);2015;45.1
Percentage of gross domestic product (GDP);Total general government revenue;Germany (until 1990 former territory of the FRG);2016;45.5
Percentage of gross domestic product (GDP);Total general government revenue;Germany (until 1990 former territory of the FRG);2017;45.5
Percentage of gross domestic product (GDP);Total general government revenue;Germany (until 1990 former territory of the FRG);2018;46.3
Percentage of gross domestic product (GDP);Total general government revenue;Germany (until 1990 former territory of the FRG);2019;46.5
Percentage of gross domestic product (GDP);Total general government revenue;Germany (until 1990 former territory of the FRG);2020;46.1
Percentage of gross domestic product (GDP);Total general government revenue;Germany (until 1990 former territory of the FRG);2021;47.5
Percentage of gross domestic product (GDP);Total general government revenue;Denmark;2001;54.0
Percentage of gross domestic product (GDP);Total general government revenue;Denmark;2002;53.2
Percentage of gross domestic product (GDP);Total general government revenue;Denmark;2003;53.5
Percentage of gross domestic product (GDP);Total general government revenue;Denmark;2004;55.1
Percentage of gross domestic product (GDP);Total general government revenue;Denmark;2005;56.2
Percentage of gross domestic product (GDP);Total general government revenue;Denmark;2006;54.8
Percentage of gross domestic product (GDP);Total general government revenue;Denmark;2007;54.6
Percentage of gross domestic product (GDP);Total general government revenue;Denmark;2008;53.6
Percentage of gross domestic product (GDP);Total general government revenue;Denmark;2009;53.7
Percentage of gross domestic product (GDP);Total general government revenue;Denmark;2010;54.0
Percentage of gross domestic product (GDP);Total general government revenue;Denmark;2011;54.4
Percentage of gross domestic product (GDP);Total general government revenue;Denmark;2012;54.5
Percentage of gross domestic product (GDP);Total general government revenue;Denmark;2013;54.6
Percentage of gross domestic product (GDP);Total general government revenue;Denmark;2014;56.4
Percentage of gross domestic product (GDP);Total general government revenue;Denmark;2015;53.2
Percentage of gross domestic product (GDP);Total general government revenue;Denmark;2016;52.4
Percentage of gross domestic product (GDP);Total general government revenue;Denmark;2017;52.3
Percentage of gross domestic product (GDP);Total general government revenue;Denmark;2018;51.3
Percentage of gross domestic product (GDP);Total general government revenue;Denmark;2019;53.8
Percentage of gross domestic product (GDP);Total general government revenue;Denmark;2020;53.8
Percentage of gross domestic product (GDP);Total general government revenue;Denmark;2021;54.4
Percentage of gross domestic product (GDP);Total general government revenue;Euro area - 19 countries  (2015-2022);2001;45.0
Percentage of gross domestic product (GDP);Total general government revenue;Euro area - 19 countries  (2015-2022);2002;44.5
Percentage of gross domestic product (GDP);Total general government revenue;Euro area - 19 countries  (2015-2022);2003;44.5
Percentage of gross domestic product (GDP);Total general government revenue;Euro area - 19 countries  (2015-2022);2004;44.2
Percentage of gross domestic product (GDP);Total general government revenue;Euro area - 19 countries  (2015-2022);2005;44.4
Percentage of gross domestic product (GDP);Total general government revenue;Euro area - 19 countries  (2015-2022);2006;44.8
Percentage of gross domestic product (GDP);Total general government revenue;Euro area - 19 countries  (2015-2022);2007;45.0
Percentage of gross domestic product (GDP);Total general government revenue;Euro area - 19 countries  (2015-2022);2008;44.7
Percentage of gross domestic product (GDP);Total general government revenue;Euro area - 19 countries  (2015-2022);2009;44.7
Percentage of gross domestic product (GDP);Total general government revenue;Euro area - 19 countries  (2015-2022);2010;44.6
Percentage of gross domestic product (GDP);Total general government revenue;Euro area - 19 countries  (2015-2022);2011;45.2
Percentage of gross domestic product (GDP);Total general government revenue;Euro area - 19 countries  (2015-2022);2012;46.3
Percentage of gross domestic product (GDP);Total general government revenue;Euro area - 19 countries  (2015-2022);2013;46.9
Percentage of gross domestic product (GDP);Total general government revenue;Euro area - 19 countries  (2015-2022);2014;46.8
Percentage of gross domestic product (GDP);Total general government revenue;Euro area - 19 countries  (2015-2022);2015;46.5
Percentage of gross domestic product (GDP);Total general government revenue;Euro area - 19 countries  (2015-2022);2016;46.3
Percentage of gross domestic product (GDP);Total general government revenue;Euro area - 19 countries  (2015-2022);2017;46.2
Percentage of gross domestic product (GDP);Total general government revenue;Euro area - 19 countries  (2015-2022);2018;46.5
Percentage of gross domestic product (GDP);Total general government revenue;Euro area - 19 countries  (2015-2022);2019;46.3
Percentage of gross domestic product (GDP);Total general government revenue;Euro area - 19 countries  (2015-2022);2020;46.4
Percentage of gross domestic product (GDP);Total general government revenue;Euro area - 19 countries  (2015-2022);2021;47.2
Percentage of gross domestic product (GDP);Total general government revenue;Euro area – 20 countries (from 2023);2001;45.0
Percentage of gross domestic product (GDP);Total general government revenue;Euro area – 20 countries (from 2023);2002;44.5
Percentage of gross domestic product (GDP);Total general government revenue;Euro area – 20 countries (from 2023);2003;44.5
Percentage of gross domestic product (GDP);Total general government revenue;Euro area – 20 countries (from 2023);2004;44.2
